,HHID,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18
2279,05410400634035,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
2280,05410400634051,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,
2281,05410400634067,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2282,05410400634083,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
2283,05410400634099,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2284,05410400634115,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2285,05410400634131,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
2286,05410400634147,4.0,,,,,,,,,3.0,,,,,,,,
2287,05410400634163,4.0,,,,,,,,,4.0,,,,,,,,
2288,05410400634179,2.0,1.0,2.0,2.0,3.0,1.0,,,,2.0,,,,,,,,
2289,05410403801005,5.0,,,,,,,,,4.0,,,,,,,,
2290,05410403801014,5.0,,,,,,,,,4.0,,,,,,,,
2291,05410403801023,5.0,,,,,,,,,4.0,,,,,,,,
2292,05410403801032,5.0,,,,,,,,,4.0,,,,,,,,
2293,05410403801041,5.0,,,,,,,,,4.0,,,,,,,,
2294,05410403801050,5.0,,,,,,,,,4.0,,,,,,,,
2295,05410403801059,5.0,,,,,,,,,4.0,,,,,,,,
2296,05410403801068,5.0,,,,,,,,,4.0,,,,,,,,
2297,05410403801077,5.0,,,,,,,,,4.0,,,,,,,,
2298,05410403801086,5.0,,,,,,,,,4.0,,,,,,,,
2299,05410403801095,5.0,,,,,,,,,4.0,,,,,,,,
2300,05410403801104,5.0,,,,,,,,,4.0,,,,,,,,
2301,05410415801002,5.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,
2302,05410415801008,5.0,,,,,,,,,4.0,,,,,,,,
2303,05410415801014,5.0,,,,,,,,,4.0,,,,,,,,
2304,05410415801015,5.0,,,,,,,,,4.0,,,,,,,,
2305,05410415801020,5.0,,,,,,,,,4.0,,,,,,,,
2306,05410415801026,5.0,,,,,,,,,4.0,,,,,,,,
2307,05410415801032,5.0,,,,,,,,,4.0,,,,,,,,
2308,05410415801038,5.0,,,,,,,,,4.0,,,,,,,,
2309,05410415801044,5.0,,,,,,,,,4.0,,,,,,,,
2310,05410415801050,5.0,,,,,,,,,4.0,,,,,,,,
2311,05410415801054,5.0,,,,,,,,,4.0,,,,,,,,
2312,05410415801093,5.0,,,,,,,,,4.0,,,,,,,,
2313,05410600103004,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2314,05410600103012,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
2315,05410600103020,5.0,,,,,,,,,4.0,,,,,,,,
2316,05410600103028,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2317,05410600103036,4.0,,,,,,,,,4.0,,,,,,,,
2318,05410600103044,5.0,,,,,,,,,4.0,,,,,,,,
2319,05410600103052,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
2320,05410600103060,2.0,1.0,1.0,,,,,,,2.0,,,,,,,,
2321,05410600103068,2.0,3.0,1.0,,,,,,,2.0,,,,,,,,
2322,05410600103076,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,
2323,05410600103084,4.0,,,,,,,,,2.0,,,,,,,,
2324,05410600103092,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2325,05410603406003,5.0,,,,,,,,,4.0,,,,,,,,
2326,05410603406016,5.0,,,,,,,,,4.0,,,,,,,,
2327,05410603406029,5.0,,,,,,,,,4.0,,,,,,,,
2328,05410603406042,5.0,,,,,,,,,4.0,,,,,,,,
2329,05410603406055,5.0,,,,,,,,,4.0,,,,,,,,
2330,05410603406068,5.0,,,,,,,,,4.0,,,,,,,,
2331,05410603406081,5.0,,,,,,,,,4.0,,,,,,,,
2332,05410603406094,5.0,,,,,,,,,4.0,,,,,,,,
2333,05410603406107,5.0,,,,,,,,,4.0,,,,,,,,
2334,05410603406120,5.0,,,,,,,,,4.0,,,,,,,,
2335,05410603406133,5.0,,,,,,,,,4.0,,,,,,,,
2336,05410603406146,5.0,,,,,,,,,4.0,,,,,,,,
2337,05410700301001,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,
2338,05410700301002,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
2339,05410700301005,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,
2340,05410700301009,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,4.0,,,,,,,,
2341,05410700301010,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2342,05410700301018,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2343,05410700301026,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2344,05410700301034,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2345,05410700301042,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2346,05410700301050,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2347,05410700301058,5.0,,,,,,,,,4.0,,,,,,,,
2348,05410700301066,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
2349,05410700901007,5.0,,,,,,,,,4.0,,,,,,,,
2350,05410700901021,5.0,,,,,,,,,4.0,,,,,,,,
2351,05410700901035,5.0,,,,,,,,,4.0,,,,,,,,
2352,05410700901049,5.0,,,,,,,,,4.0,,,,,,,,
2353,05410700901063,5.0,,,,,,,,,4.0,,,,,,,,
2354,05410700901077,5.0,,,,,,,,,4.0,,,,,,,,
2355,05410700901091,5.0,,,,,,,,,4.0,,,,,,,,
2356,05410700901105,5.0,,,,,,,,,4.0,,,,,,,,
2357,05410700901119,5.0,,,,,,,,,4.0,,,,,,,,
2358,05410700901133,5.0,,,,,,,,,4.0,,,,,,,,
2359,05410700901147,5.0,,,,,,,,,4.0,,,,,,,,
2360,05410700901161,5.0,,,,,,,,,4.0,,,,,,,,
2361,05420299912007,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2362,05420299912017,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2363,05420299912027,2.0,1.0,2.0,1.0,,,,,,4.0,,,,,,,,
2364,05420299912037,2.0,2.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,,
2365,05420299912047,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2366,05420299912057,5.0,,,,,,,,,4.0,,,,,,,,
2367,05420299912067,5.0,,,,,,,,,4.0,,,,,,,,
2368,05420299912077,5.0,,,,,,,,,4.0,,,,,,,,
2369,05420299912087,5.0,,,,,,,,,4.0,,,,,,,,
2370,05420299912097,5.0,,,,,,,,,4.0,,,,,,,,
2371,05420299912107,5.0,,,,,,,,,4.0,,,,,,,,
2372,05420299912117,2.0,6.0,2.0,2.0,1.0,1.0,,,,4.0,,,,,,,,
2373,06460301303013,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,
2374,06460301303028,2.0,1.0,2.0,888.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2375,06460301303043,2.0,1.0,2.0,888.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
2376,06460301303058,1.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,
2377,06460301303073,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2378,06460301303088,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2379,06460301303103,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2380,06460301303118,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2381,06460301303133,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2382,06460301303148,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2383,06460301303163,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2384,06460301303178,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2385,06460500108001,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
2386,06460500108002,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2387,06460500108003,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2388,06460500108004,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2389,06460500108005,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2390,06460500108006,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2391,06460500108007,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2392,06460500108008,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2393,06460500108009,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2394,06460500108010,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2395,06460500108011,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2396,06460500108012,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2397,06460701104012,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2398,06460701104028,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2399,06460701104044,1.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,
2400,06460701104060,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
2401,06460701104076,1.0,,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2402,06460701104092,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
2403,06460701104108,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2404,06460701104124,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2405,06460701104140,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2406,06460701104156,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2407,06460701104172,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2408,06460701104188,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2409,06460701302014,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,
2410,06460701302030,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2411,06460701302046,1.0,2.0,2.0,888.0,3.0,888.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,,,
2412,06460701302062,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2413,06460701302078,1.0,4.0,2.0,2.0,1.0,1.0,,,,1.0,4.0,2.0,2.0,1.0,1.0,,,
2414,06460701302094,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2415,06460701302110,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,
2416,06460701302126,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,
2417,06460701302142,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,3.0,2.0,2.0,1.0,1.0,,,
2418,06460701302158,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2419,06460701302174,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2420,06460701302190,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2421,06470300204001,3.0,,,,,,,,,4.0,,,,,,,,
2422,06470300204002,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
2423,06470300204003,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2424,06470300204004,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2425,06470300204005,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
2426,06470300204006,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2427,06470300204007,2.0,4.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,
2428,06470300204008,5.0,,,,,,,,,4.0,,,,,,,,
2429,06470300204009,2.0,4.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,
2430,06470300204010,2.0,4.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,
2431,06470300204011,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2432,06470300204012,2.0,4.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,
2433,06470300314001,2.0,4.0,1.0,,,,,,,1.0,4.0,1.0,,,,,,
2434,06470300314002,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2435,06470300314003,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2436,06470300314004,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2437,06470300314005,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2438,06470300314006,2.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
2439,06470300314007,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2440,06470300314008,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2441,06470300314009,2.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
2442,06470300314010,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2443,06470300314011,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2444,06470300314012,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2445,06470301201001,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2446,06470301201002,1.0,8.0,1.0,,,,,,,1.0,8.0,2.0,1.0,,,,,
2447,06470301201003,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,
2448,06470301201004,1.0,8.0,1.0,,,,,,,1.0,8.0,1.0,,,,,,
2449,06470301201005,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,
2450,06470301201006,1.0,6.0,2.0,1.0,,,,,,1.0,6.0,1.0,,,,,,
2451,06470301201007,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2452,06470301201008,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2453,06470301201009,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2454,06470301201010,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2455,06470301201011,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2456,06470301201012,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2457,06470305101001,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2458,06470305101002,1.0,,,,,,,,,2.0,,,,,,,,
2459,06470305101003,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2460,06470305101004,1.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,
2461,06470305101005,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
2462,06470305101006,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2463,06470305101007,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2464,06470305101008,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2465,06470305101009,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2466,06470305101010,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,,,,,
2467,06470305101011,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2468,06470305101012,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2469,06480200101001,1.0,5.0,1.0,,,,,,,3.0,,,,,,,,
2470,06480200101002,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2471,06480200101003,5.0,,,,,,,,,4.0,,,,,,,,
2472,06480200101004,1.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2473,06480200101005,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2474,06480200101006,1.0,1.0,1.0,,,,,,,1.0,6.0,1.0,,,,,,
2475,06480200101007,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2476,06480200101008,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2477,06480200101009,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2478,06480200101010,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2479,06480200101011,1.0,3.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,
2480,06480200101012,1.0,5.0,1.0,,,,,,,1.0,5.0,1.0,,,,,,
2481,06480201401001,1.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,
2482,06480201401002,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
2483,06480201401003,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,
2484,06480201401004,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2485,06480201401005,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
2486,06480201401006,1.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,
2487,06480201401007,1.0,5.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2488,06480201401008,1.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,6.0,2.0,1.0,,,,,
2489,06480201401009,1.0,1.0,1.0,,,,,,,1.0,5.0,1.0,,,,,,
2490,06480201401010,1.0,4.0,2.0,1.0,,,,,,1.0,4.0,2.0,2.0,1.0,1.0,,,
2491,06480201401011,1.0,5.0,1.0,,,,,,,1.0,5.0,1.0,,,,,,
2492,06480201401012,1.0,5.0,2.0,1.0,,,,,,1.0,5.0,2.0,1.0,,,,,
2493,06490800103001,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2494,06490800103002,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2495,06490800103003,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2496,06490800103004,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2497,06490800103005,5.0,,,,,,,,,4.0,,,,,,,,
2498,06490800103006,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2499,06490800103007,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2500,06490800103008,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2501,06490800103009,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2502,06490800103010,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2503,06490800103011,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2504,06490800103012,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
2505,07500600204010,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2506,07500600204024,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2507,07500600204038,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2508,07500600204052,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2509,07500600204066,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2510,07500600204080,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2511,07500600204094,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2512,07500600204108,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2513,07500600204122,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2514,07500600204136,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2515,07500600204150,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2516,07500600204164,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2517,07500601802001,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2518,07500601802003,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2519,07500601802013,1.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2520,07500601802023,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2521,07500601802033,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2522,07500601802043,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2523,07500601802044,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
2524,07500601802053,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
2525,07500601802063,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2526,07500601802073,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,
2527,07500601802083,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2528,07500601802087,1.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2529,07500901704001,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2530,07500901704002,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2531,07500901704003,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2532,07500901704004,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2533,07500901704005,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,
2534,07500901704025,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2535,07500901704049,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2536,07500901704073,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2537,07500901704097,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2538,07500901704101,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,,,,
2539,07500901704121,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2540,07500901704145,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2541,07501400105001,5.0,,,,,,,,,4.0,,,,,,,,
2542,07501400105002,5.0,,,,,,,,,4.0,,,,,,,,
2543,07501400105003,5.0,,,,,,,,,4.0,,,,,,,,
2544,07501400105004,5.0,,,,,,,,,4.0,,,,,,,,
2545,07501400105005,5.0,,,,,,,,,4.0,,,,,,,,
2546,07501400105006,5.0,,,,,,,,,4.0,,,,,,,,
2547,07501400105007,1.0,,,,,,,,,4.0,,,,,,,,
2548,07501400105008,5.0,,,,,,,,,4.0,,,,,,,,
2549,07501400105009,5.0,,,,,,,,,4.0,,,,,,,,
2550,07501400105010,5.0,,,,,,,,,4.0,,,,,,,,
2551,07501400105011,5.0,,,,,,,,,4.0,,,,,,,,
2552,07501400105012,5.0,,,,,,,,,4.0,,,,,,,,
2553,07510100104001,5.0,,,,,,,,,4.0,,,,,,,,
2554,07510100104002,5.0,,,,,,,,,4.0,,,,,,,,
2555,07510100104003,5.0,,,,,,,,,4.0,,,,,,,,
2556,07510100104004,5.0,,,,,,,,,4.0,,,,,,,,
2557,07510100104005,5.0,,,,,,,,,4.0,,,,,,,,
2558,07510100104006,5.0,,,,,,,,,4.0,,,,,,,,
2559,07510100104007,5.0,,,,,,,,,4.0,,,,,,,,
2560,07510100104008,5.0,,,,,,,,,4.0,,,,,,,,
2561,07510100104009,5.0,,,,,,,,,4.0,,,,,,,,
2562,07510100104010,5.0,,,,,,,,,4.0,,,,,,,,
2563,07510100104011,5.0,,,,,,,,,4.0,,,,,,,,
2564,07510100104012,5.0,,,,,,,,,4.0,,,,,,,,
2565,07511000702001,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,,,,,
2566,07511000702002,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2567,07511000702003,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2568,07511000702004,1.0,2.0,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,
2569,07511000702005,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2570,07511000702006,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2571,07511000702007,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
2572,07511000702043,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2573,07511000702086,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2574,07511000702129,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
2575,07511000702172,1.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,
2576,07511000702215,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
